id,name,name_en,place,population,is_in,source,adm1_name,adm2_name
node/3192137648,Goas,,hamlet,,,,Erongo,Karibib
node/13546422003,Ubib,,hamlet,,,,Erongo,Karibib
way/1248160814,,,,,,,Khomas,Moses Garoeb
way/1247785545,,,,,,,Khomas,Moses Garoeb
way/1248052818,,,,,,,Khomas,Moses Garoeb
way/772128982,,,,,,,Khomas,Moses Garoeb
way/765655135,,,,,,,Khomas,Windhoek Rural
node/3486111593,Safari Guest Farm Düsternbrook,,hamlet,,,,Otjozondjupa,Okahandja
node/3476780697,Otjiva,,hamlet,,,,Khomas,Windhoek Rural
way/313341251,,,,,,,Khomas,Windhoek Rural
node/1369708573,Döbra,,hamlet,,,,Khomas,Windhoek Rural
way/1307322724,Otjihase,,,,,,Khomas,Windhoek Rural
way/333995134,Elisenheim Guest Farm,,hamlet,,,,Khomas,Windhoek Rural
way/701878888,,,,,,,Khomas,Windhoek Rural
way/701878886,,,,,,,Khomas,Windhoek Rural
way/775327743,,,,,,,Khomas,Windhoek Rural
way/1132438447,,,,,,,Khomas,Tobias Hainyeko
way/1132434465,,,,,,,Khomas,Tobias Hainyeko
way/1001993086,,,,,,,Khomas,Tobias Hainyeko
way/1074440034,,,,,,,Khomas,Tobias Hainyeko
way/1300413976,,,,,,,Khomas,Windhoek Rural
way/366737840,Nubuamis,,neighbourhood,,,,Khomas,Katutura East
way/484819375,,,neighbourhood,,,,Khomas,Katutura East
way/484815597,,,,,,,Khomas,Katutura East
way/484815596,,,,,,,Khomas,Katutura East
way/484815594,,,,,,,Khomas,Katutura East
way/484815593,Shandumbala,,neighbourhood,,,,Khomas,Katutura East
way/914217460,,,,,,,Khomas,Windhoek East
relation/17629958,,,neighbourhood,,,,Khomas,Windhoek Rural
way/121411221,Eros Park,,suburb,,,,Khomas,Windhoek Rural
way/484812414,,,,,,,Khomas,Katutura East
way/484318499,,,,,,,Khomas,Khomasdal North
relation/17628993,,,,,,,Khomas,Windhoek Rural
way/484080223,,,,,,,Khomas,Windhoek Rural
way/484080220,,,,,,,Khomas,Windhoek Rural
way/903153879,,,,,,,Khomas,Windhoek East
way/903153880,,,,,,,Khomas,Windhoek East
relation/17910829,Windhoek North,,,,,,Khomas,Windhoek West
way/1232459283,,,,,,,Khomas,Windhoek West
way/1232459286,,,,,,,Khomas,Windhoek West
relation/17345233,,,,,,,Khomas,Windhoek West
way/121238425,,,,,,,Khomas,Windhoek West
way/1205121414,Raven Court,,,,,,Khomas,Windhoek West
way/1283190218,Palomar Court,,,,,,Khomas,Windhoek West
way/362989284,Kalahari Village,,,,,,Khomas,Windhoek West
way/1251109077,,,neighbourhood,,,,Khomas,Windhoek West
way/1283190236,,,,,,,Khomas,Windhoek West
way/1283190222,La Titia Court,,,,,,Khomas,Windhoek West
way/1283190220,Le Pally Court,,,,,,Khomas,Windhoek West
way/1251109094,,,neighbourhood,,,,Khomas,Windhoek West
way/917751055,,,,,,,Khomas,Windhoek West
way/484053552,,,,,,,Khomas,Windhoek West
way/484053560,,,,,,,Khomas,Windhoek West
way/1242189393,,,,,,,Khomas,Windhoek West
way/484053557,,,,,,,Khomas,Windhoek West
way/484053562,,,,,,,Khomas,Windhoek West
way/484053556,,,,,,,Khomas,Windhoek West
way/1287768078,,,,,,,Khomas,Windhoek West
way/1287768077,,,,,,,Khomas,Windhoek West
way/484062539,,,,,,,Khomas,Windhoek West
way/484062546,,,,,,,Khomas,Windhoek West
way/914232745,,,,,,,Khomas,Windhoek West
way/484058026,,,,,,,Khomas,Windhoek West
way/484206169,,,,,,,Khomas,Windhoek East
way/1267440997,,,,,,,Khomas,Windhoek East
way/484206164,,,,,,,Khomas,Windhoek East
way/484205014,,,,,,,Khomas,Windhoek East
way/484205013,,,,,,,Khomas,Windhoek East
way/1153029723,US Embassy,,,,,,Khomas,Windhoek East
way/484205012,,,,,,,Khomas,Windhoek East
way/121374069,,,,,,,Khomas,Windhoek East
way/1359873370,Heben Hills,,neighbourhood,,,,Khomas,Windhoek East
way/1359871895,Ludwigsplatz,,neighbourhood,,,,Khomas,Windhoek East
way/1361155375,,,neighbourhood,,,,Khomas,Windhoek East
way/1359966508,,,,,,,Khomas,Windhoek East
way/1260750351,Aegams Court,,,,,,Khomas,Windhoek East
way/1260758447,,,,,,,Khomas,Windhoek East
way/1359966509,,,,,,,Khomas,Windhoek East
way/1359965448,,,,,,,Khomas,Windhoek East
way/1359964874,Mission Village,,neighbourhood,,,,Khomas,Windhoek East
way/633590071,,,,,,,Khomas,Windhoek East
way/1240145523,,,,,,,Khomas,Windhoek East
way/310077911,,,,,,,Khomas,Windhoek East
way/120796790,,,,,,,Khomas,Windhoek East
way/122560345,Luxury Hill,,,,,,Khomas,Windhoek East
way/484058027,,,,,,,Khomas,Windhoek West
way/484058025,,,,,,,Khomas,Windhoek West
way/95099000,,,,,,,Khomas,Windhoek West
way/95099001,,,,,,,Khomas,Windhoek West
node/33364833,Windhoek,Windhoek,city,325858,,,Khomas,Windhoek West
way/1242350090,,,,,,,Khomas,Windhoek West
way/1281858894,,,,,,,Khomas,Windhoek East
way/1242471659,,,,,,,Khomas,Windhoek West
way/30477545,,,,,,,Khomas,Windhoek West
way/521469411,A Zebra Pousada Guest House,,,,,,Khomas,Windhoek West
way/120839027,Windhoek Golf Estate,,,,,,Khomas,Windhoek West
way/1242471640,,,,,,,Khomas,Windhoek West
way/730197414,,,,,,,Khomas,Windhoek East
way/121211826,,,,,,,Khomas,Windhoek East
way/1212251984,Oracles,,,,,,Khomas,Windhoek East
way/1212251985,Kreuzberg,,,,,,Khomas,Windhoek East
way/1240145524,,,,,,,Khomas,Windhoek East
relation/17618268,Kleine Kuppe,,neighbourhood,,,,Khomas,Windhoek East
way/1315317138,Deo Gratus,,,,,,Khomas,Windhoek East
way/914217454,,,,,,,Khomas,Windhoek East
way/914217453,,,,,,,Khomas,Windhoek East
way/914217456,,,,,,,Khomas,Windhoek East
way/914217461,,,,,,,Khomas,Windhoek East
way/270697202,St Michael's Park Komplex,,,,,,Khomas,Windhoek East
way/725975996,,,,,,,Khomas,Windhoek East
way/725975986,,,,,,,Khomas,Windhoek East
way/1307113189,,,,,,,Khomas,Windhoek Rural
node/2027886819,Hoffnung,,hamlet,,,,Khomas,Windhoek Rural
way/1152672457,,,,,,,Khomas,Windhoek Rural
way/369242613,Finkenstein Estate,,,,,,Khomas,Windhoek East
node/1426092230,Kapps Farm,,isolated_dwelling,,,,Khomas,Windhoek Rural
way/726969499,,,,,,,Khomas,Windhoek Rural
way/726969486,,,,,,,Khomas,Windhoek Rural
way/905366879,,,,,,,Khomas,Windhoek Rural
way/830869489,Herboth's Blick Nature Estate,,isolated_dwelling,,,,Khomas,Windhoek Rural
way/88822335,Farm Sonnleiten Retirement Residence,,,,,,Khomas,Windhoek Rural
way/1436396146,,,,,,,Khomas,Windhoek Rural
way/969188821,,,,,,,Khomas,Windhoek Rural
node/2042155605,Seeis,,hamlet,,,,Khomas,Windhoek Rural
node/13935612737,Ongombo West,,hamlet,,,,Khomas,Windhoek Rural
way/510564199,,,,,,,Khomas,Windhoek Rural
way/659770270,,,,,,,Otjozondjupa,Omatako
way/659770272,,,,,,,Otjozondjupa,Omatako
way/659770269,,,,,,,Otjozondjupa,Omatako
way/601380203,Otjongombe,,,,,,Otjozondjupa,Omatako
way/601378633,Ovitoto,,,,,,Otjozondjupa,Omatako
way/1242514182,,,,,,,Otjozondjupa,Omatako
relation/14120084,Okandjira,,village,,,,Otjozondjupa,Omatako
way/1011835371,Okamakuara,,,,,,Otjozondjupa,Omatako
way/988306373,Okasuuandjiuo,,,,,,Otjozondjupa,Omatako
way/1081336749,Okatjongwa,,,,,,Otjozondjupa,Omatako
way/1012104753,,,,,,,Otjozondjupa,Omatako
way/1011835372,Okouue,,,,,,Otjozondjupa,Omatako
way/1012104747,Otjiserandu,,,,,,Otjozondjupa,Omatako
way/1058530604,Ovanduvongue,,,,,,Otjozondjupa,Omatako
way/1012104748,Okaokongunja,,,,,,Otjozondjupa,Omatako
way/988306364,,,,,,,Otjozondjupa,Omatako
way/988306369,,,,,,,Otjozondjupa,Omatako
way/988306361,,,,,,,Otjozondjupa,Omatako
way/988306360,Osatana,,,,,,Otjozondjupa,Omatako
way/921484837,Otjivahijona,,,,,,Otjozondjupa,Omatako
way/988306357,Okatjsoroi,,,,,,Otjozondjupa,Omatako
way/988306351,,,,,,,Otjozondjupa,Omatako
way/988306352,,,,,,,Otjozondjupa,Omatako
way/601383020,Oruuwa,,,,,,Otjozondjupa,Omatako
way/601381372,Onduezongange,,,,,,Otjozondjupa,Omatako
way/964611527,,,,,,,Otjozondjupa,Omatako
node/1369733116,Teufelsbach,,hamlet,,,,Otjozondjupa,Omatako
way/868393079,Osona Village,,,,,,Otjozondjupa,Okahandja
way/776083692,,,,,,,Otjozondjupa,Okahandja
way/918615760,Vergenoeg,,,,,,Otjozondjupa,Okahandja
way/1094409930,Oshetu,,,,,,Otjozondjupa,Okahandja
way/594657160,,,,,,,Otjozondjupa,Okahandja
way/1108149325,Ekunde,,,,,,Otjozondjupa,Okahandja
way/763346612,Veddersdal,,,,,,Otjozondjupa,Okahandja
way/1135122934,,,,,,,Otjozondjupa,Okahandja
way/1135116248,,,,,,,Otjozondjupa,Okahandja
node/243717016,Okahandja,,city,22639,,,Otjozondjupa,Okahandja
way/594657164,,,,,,,Otjozondjupa,Okahandja
way/1108251296,,,,,,,Otjozondjupa,Okahandja
way/1169390572,,,,,,,Otjozondjupa,Okahandja
way/98286121,,,,,,,Otjozondjupa,Okahandja
way/98286101,,,,,,,Otjozondjupa,Omatako
way/660883200,Gkamboro,,,,,,Otjozondjupa,Omatako
way/660565102,Okamboro,,,,,,Otjozondjupa,Omatako
way/1018242977,,,,,,,Otjozondjupa,Omatako
way/659766447,Otjombali,,,,,,Otjozondjupa,Omatako
way/650649987,,,,,,,Otjozondjupa,Omatako
way/661042685,,,,,,,Otjozondjupa,Omatako
way/241224110,Osire Refugee Settlement,Osire Refugee Settlement,,,,,Otjozondjupa,Omatako
way/1017883274,,,,,,,Otjozondjupa,Omatako
way/669379901,,,,,,,Otjozondjupa,Omatako
way/669379873,,,,,,,Otjozondjupa,Omatako
way/669379872,,,,,,,Otjozondjupa,Omatako
way/669379995,,,,,,,Otjozondjupa,Omatako
way/669379900,,,,,,,Otjozondjupa,Omatako
way/669379886,,,,,,,Otjozondjupa,Omatako
way/1018489191,,,,,,,Otjozondjupa,Omatako
way/1018489198,,,,,,,Otjozondjupa,Omatako
way/1019008884,,,,,,,Otjozondjupa,Omatako
node/259963976,Hochfeld,,hamlet,,,,Otjozondjupa,Omatako
way/986635929,Okatjuru Game Farm,,,,,,Otjozondjupa,Omatako
way/1020250002,,,,,,,Otjozondjupa,Omatako
way/1019008900,,,,,,,Otjozondjupa,Omatako
way/1019008915,,,,,,,Otjozondjupa,Omatako
way/1019008917,,,,,,,Otjozondjupa,Omatako
way/669379747,,,,,,,Otjozondjupa,Omatako
way/669379988,,,,,,,Otjozondjupa,Omatako
way/669379921,,,,,,,Otjozondjupa,Omatako
way/669379915,,,,,,,Otjozondjupa,Omatako
way/669379956,,,,,,,Otjozondjupa,Omatako
way/669379955,,,,,,,Otjozondjupa,Omatako
way/669379715,,,,,,,Otjozondjupa,Omatako
way/1020790672,Uitkoms,,,,,,Otjozondjupa,Omatako
way/1020790671,,,,,,,Otjozondjupa,Omatako
way/1020790663,,,,,,,Otjozondjupa,Omatako
way/669379736,Otjozondu,,,,,,Otjozondjupa,Omatako
way/669379682,,,,,,,Otjozondjupa,Omatako
way/669379568,,,,,,,Otjozondjupa,Omatako
way/1021148312,,,,,,,Otjozondjupa,Omatako
way/1021158271,Okamapingo,,,,,,Otjozondjupa,Okakarara
way/1064155001,Ehungiro,,,,,,Otjozondjupa,Okakarara
node/259800590,Summerdown,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/382075887,,,,,,,Omaheke,Okarukambe (Steinhausen)
node/4918199568,Steinhausen,,village,,,,Omaheke,Okarukambe (Steinhausen)
node/4918838094,,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/59546545,,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
node/5981330358,Omitara,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/59546547,Otjivero,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
node/4919189374,,,hamlet,,,,Khomas,Windhoek Rural
way/390078150,,,,,,,Khomas,Windhoek Rural
node/4918387517,,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/1378714455,,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1378709068,,,,,,,Omaheke,Okarukambe (Steinhausen)
node/259779871,Witvlei,,village,,,,Omaheke,Okarukambe (Steinhausen)
way/1314783589,Omataura,,,,Witvlei,,Omaheke,Okarukambe (Steinhausen)
way/706128314,,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1357849675,Valley of Pride,,,,,,Omaheke,Okarukambe (Steinhausen)
way/978964336,Post 2,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1357849672,Post 1,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1340817555,,,,,,,Omaheke,Gobabis
node/33364950,Gobabis,,city,19101,,,Omaheke,Gobabis
way/1153029714,,,,,,,Omaheke,Gobabis
way/576884452,,,,,,,Omaheke,Gobabis
way/915643018,,,,,,,Omaheke,Gobabis
node/3188613804,Doringveld,,hamlet,,,,Omaheke,Gobabis
way/572271861,,,,,,,Omaheke,Gobabis
way/983357488,,,,,,,Omaheke,Gobabis
way/983357489,,,,,,,Omaheke,Gobabis
way/572252031,,,,,,,Omaheke,Gobabis
way/261710386,Drimiopsis,,village,,,,Omaheke,Kalahari
way/657038554,,,,,,,Omaheke,Kalahari
way/999526319,,,,,,,Omaheke,Okarukambe (Steinhausen)
node/4918977401,,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
node/4918977392,Kehoro,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/999526253,,,,,,,Omaheke,Okarukambe (Steinhausen)
node/13817324829,Voolsang,,isolated_dwelling,,,,Omaheke,Okarukambe (Steinhausen)
way/984002647,Combumbi,,,,,,Omaheke,Okarukambe (Steinhausen)
node/13817303263,Victorium,,isolated_dwelling,,,,Omaheke,Okarukambe (Steinhausen)
way/985565946,Manica,,,,,,Omaheke,Okarukambe (Steinhausen)
way/985832628,,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1021089481,,,,,,,Omaheke,Otjinene
way/1081416481,Okahungu,,,,,,Omaheke,Otjinene
way/1006124923,Otjijere,,,,,,Omaheke,Otjinene
way/1006124925,,,,,,,Omaheke,Otjinene
way/1006124914,,,,,,,Omaheke,Otjinene
node/259754729,Otjinene,,village,,,,Omaheke,Otjinene
way/1078343782,Okatumba,,,,,,Omaheke,Otjinene
way/1078343781,Okarokape,,,,,,Omaheke,Otjinene
way/1035032695,,,,,,,Omaheke,Otjinene
way/1022535639,Ozonduno,,,,,,Omaheke,Otjinene
way/1035032698,,,,,,,Omaheke,Otjinene
way/1034741836,,,,,,,Omaheke,Otjinene
way/1022535645,Epata,,,,,,Omaheke,Otjinene
way/1022535638,,,,,,,Omaheke,Otjinene
node/12980234953,Otjovengi,,hamlet,,,,Omaheke,Otjinene
node/12980234955,Okauwa,,hamlet,,,,Omaheke,Otjinene
node/12980234954,Okonja,,hamlet,,,,Omaheke,Otjinene
way/1022535624,Okarui,,,,,,Omaheke,Otjinene
node/12980234952,Okarui,,hamlet,,,,Omaheke,Otjinene
way/1022535625,Okatjana,,,,,,Omaheke,Otjinene
node/12980234949,Okatjana,,hamlet,,,,Omaheke,Otjinene
way/1022535627,Erindi Rozondjou,,,,,,Omaheke,Otjinene
node/12980234950,Erindi Rozondjou,,hamlet,,,,Omaheke,Otjinene
node/12980234948,Ombujonjama,,hamlet,,,,Omaheke,Otjinene
way/1022535626,Ombujonjama,,,,,,Omaheke,Otjinene
node/12980234951,Erindi Roukambe,,hamlet,,,,Omaheke,Otjinene
node/12980234956,Otjiuaneho,,village,,,,Omaheke,Otjinene
way/1022535636,,,,,,,Omaheke,Otjinene
way/1022535635,,,,,,,Omaheke,Epukiro
way/382075889,,,,,,,Omaheke,Epukiro
node/12980234946,Oketoveni,,hamlet,,,,Omaheke,Otjinene
way/1022535629,Oketoveni,,,,,,Omaheke,Otjinene
way/1022535637,Osume,,,,,,Omaheke,Epukiro
way/1005183303,,,,,,,Omaheke,Epukiro
way/1005183305,,,,,,,Omaheke,Epukiro
way/1005183306,,,,,,,Omaheke,Epukiro
way/1005183310,,,,,,,Omaheke,Epukiro
way/1001079901,Skoonheid,,,,,,Omaheke,Okarukambe (Steinhausen)
way/1320879067,,,,,,,Omaheke,Okarukambe (Steinhausen)
way/456673180,Mechwedina Village,,,,,,Omaheke,Okarukambe (Steinhausen)
way/261721712,Du Plessis,,,,,,Omaheke,Okarukambe (Steinhausen)
way/986407956,Okozondjima,,,,,,Omaheke,Epukiro
way/1003034484,,,,,,,Omaheke,Epukiro
node/7419342315,Otjijere,,hamlet,,,,Omaheke,Okarukambe (Steinhausen)
way/1003034493,Ovinjuru,,,,,,Omaheke,Epukiro
way/1003928944,Katuuo,,,,,,Omaheke,Epukiro
way/1005356411,Otjimati,,,,,,Omaheke,Epukiro
way/1005356393,,,,,,,Omaheke,Epukiro
way/1006119947,,,,,,,Omaheke,Epukiro
way/1006119948,Okangwindi,,,,,,Omaheke,Epukiro
way/1006118072,Ohakavena,,,,,,Omaheke,Epukiro
way/1006118073,Okovimburo,,,,,,Omaheke,Epukiro
way/1032859312,Okasaira,,,,,,Omaheke,Epukiro
way/1000800379,Omawewozonyanda,,,,,,Omaheke,Epukiro
way/1006118074,Kalkpan,,,,,,Omaheke,Epukiro
way/1006119949,Okombumbi,,,,,,Omaheke,Epukiro
way/1005356351,Otjiyarua,,,,,,Omaheke,Epukiro
way/1022535630,,,,,,,Omaheke,Epukiro
way/1022535631,,,,,,,Omaheke,Epukiro
way/1005356405,,,,,,,Omaheke,Epukiro
way/1005356404,,,,,,,Omaheke,Epukiro
way/1005356391,,,,,,,Omaheke,Epukiro
way/1004359933,,,,,,,Omaheke,Epukiro
way/335368562,,,,,,,Omaheke,Otjombinde
way/1004359932,Ovituua,,,,,,Omaheke,Epukiro
way/564137647,,,,,,,Omaheke,Epukiro
way/564137649,,,,,,,Omaheke,Epukiro
way/1004359926,,,,,,,Omaheke,Otjombinde
way/1004359915,,,,,,,Omaheke,Otjombinde
way/1004359907,,,,,,,Omaheke,Otjombinde
way/1004359908,,,,,,,Omaheke,Otjombinde
way/1004359909,Ndjipao Omeva,,,,,,Omaheke,Otjombinde
node/3190683674,Helena,,hamlet,,,,Omaheke,Otjombinde
way/1004359906,,,,,,,Omaheke,Otjombinde
way/1005847999,,,,,,,Omaheke,Otjombinde
node/3216402992,,,hamlet,,,,Omaheke,Otjombinde
node/13818403025,Koppie Alleen,,hamlet,,,,Omaheke,Otjombinde
way/1005848000,,,,,,,Omaheke,Otjombinde
way/1006104153,,,,,,,Omaheke,Kalahari
way/1005847993,Vergenoeg,,,,,,Omaheke,Kalahari
way/1005847972,,,,,,,Omaheke,Kalahari
way/315520705,,,,,,,Omaheke,Kalahari
way/1005847968,,,,,,,Omaheke,Kalahari
way/1005847969,,,,,,,Omaheke,Kalahari
node/261026104,Babi Babi,,hamlet,,,,Omaheke,Kalahari
way/1175649385,,,,,,,Omaheke,Kalahari
node/3216505774,,,hamlet,,,,Omaheke,Kalahari
way/358426991,,,,,,,Omaheke,Kalahari
way/358426992,,,,,,,Omaheke,Kalahari
way/358426988,,,,,,,Omaheke,Kalahari
way/940538522,,,,,,,Omaheke,Kalahari
node/2920192900,Buitepos,,village,900,,,Omaheke,Kalahari
way/1005848003,,,,,,,Omaheke,Otjombinde
way/1005848006,,,,,,,Omaheke,Otjombinde
way/1005848007,,,,,,,Omaheke,Otjombinde
way/1005848005,,,,,,,Omaheke,Otjombinde
way/1005848004,,,,,,,Omaheke,Otjombinde
way/1005848010,,,,,,,Omaheke,Otjombinde
node/3190683258,,,hamlet,,,,Omaheke,Otjombinde
way/396607982,,,,,,,Omaheke,Otjombinde
way/396607984,,,,,,,Omaheke,Otjombinde
way/1005848012,,,,,,,Omaheke,Otjombinde
node/13818403032,Bella Vista,,hamlet,,,,Omaheke,Otjombinde
node/13818403033,Grobbelaarsrus,,hamlet,,,,Omaheke,Otjombinde
way/1005848014,,,,,,,Omaheke,Otjombinde
way/313378335,,,village,,,,Omaheke,Otjombinde
node/13957433346,Tallismanus,,village,,,,Omaheke,Otjombinde
way/1005909831,Welgeluk,,,,,,Omaheke,Otjombinde
way/1005909834,Klipaar,,,,,,Omaheke,Otjombinde
way/313378336,Lister,,,,,,Omaheke,Otjombinde
node/13818403035,Sukkelaar,,hamlet,,,,Omaheke,Otjombinde
node/3193298398,,,hamlet,,,,Omaheke,Otjombinde
node/12216132022,De Hoek,,hamlet,,,,Omaheke,Otjombinde
node/12216125043,Oruuano,,hamlet,,,,Omaheke,Otjombinde
node/13818403036,Klipaar,,hamlet,,,,Omaheke,Otjombinde
node/3193298442,Otjikoto,,hamlet,,,,Omaheke,Otjombinde
way/1005909843,,,,,,,Omaheke,Otjombinde
way/396607980,,,,,,,Omaheke,Otjombinde
way/396607985,,,,,,,Omaheke,Otjombinde
way/396607981,,,,,,,Omaheke,Otjombinde
way/396607983,,,,,,,Omaheke,Otjombinde
way/1005848011,,,,,,,Omaheke,Otjombinde
way/1032565549,,,,,,,Omaheke,Otjombinde
way/1032565562,,,,,,,Omaheke,Otjombinde
way/1280685801,,,,,,,Otjozondjupa,Tsumkwe
way/1280685794,,,,,,,Otjozondjupa,Tsumkwe
way/1032565566,Ondjombo Yateku,,,,,,Otjozondjupa,Tsumkwe
way/1280712879,,,,,,,Otjozondjupa,Tsumkwe
node/5435965787,Gam,,village,,,,Otjozondjupa,Tsumkwe
way/231667464,,,,,,,Otjozondjupa,Tsumkwe
way/1280712881,,,,,,,Otjozondjupa,Tsumkwe
way/1280685786,,,,,,,Otjozondjupa,Tsumkwe
way/1280712882,,,,,,,Otjozondjupa,Tsumkwe
way/1280712883,,,,,,,Otjozondjupa,Tsumkwe
way/1032565564,,,,,,,Otjozondjupa,Tsumkwe
way/564132958,,,,,,,Omaheke,Otjombinde
node/5436007746,Eiseb,,village,,,,Omaheke,Otjombinde
way/564132960,,,,,,,Omaheke,Otjombinde
way/439185213,,,,,,,Otjozondjupa,Tsumkwe
way/435972751,,,,,,,Otjozondjupa,Tsumkwe
node/4292854108,Ben se Kamp,,hamlet,,,,Otjozondjupa,Tsumkwe
way/435972752,,,,,,,Otjozondjupa,Tsumkwe
node/4292864008,≠Aqabace North,,village,,,,Otjozondjupa,Tsumkwe
way/435949636,,,,,,,Otjozondjupa,Tsumkwe
way/435949628,≠Aqbace,,village,,,,Otjozondjupa,Tsumkwe
way/435945966,,,,,,,Otjozondjupa,Tsumkwe
node/4292864007,G!o'aguru,,village,,,,Otjozondjupa,Tsumkwe
way/435945948,G|oaguru,,village,,,,Otjozondjupa,Tsumkwe
way/435973593,Baraka,,,,,,Otjozondjupa,Tsumkwe
way/435973591,,,,,,,Otjozondjupa,Tsumkwe
way/435975845,,,,,,,Otjozondjupa,Tsumkwe
way/1280712825,,,,,,,Otjozondjupa,Tsumkwe
way/435975850,,,hamlet,,,,Otjozondjupa,Tsumkwe
node/4292887318,Xamsa,,village,,,,Otjozondjupa,Tsumkwe
way/435972141,,,,,,,Otjozondjupa,Tsumkwe
node/4292909015,N!omdi,,village,,,,Otjozondjupa,Tsumkwe
way/381013415,,,,,,,Otjozondjupa,Tsumkwe
way/1280685808,,,,,,,Otjozondjupa,Tsumkwe
way/1280712753,,,,,,,Otjozondjupa,Tsumkwe
way/435970825,,,,,,,Otjozondjupa,Tsumkwe
way/435968506,,,,,,,Otjozondjupa,Tsumkwe
way/435970757,,,,,,,Otjozondjupa,Tsumkwe
way/1280712749,,,,,,,Otjozondjupa,Tsumkwe
way/435954174,N=amapan,,,,,,Otjozondjupa,Tsumkwe
way/1280685807,,,,,,,Otjozondjupa,Tsumkwe
way/435953435,≠Xabace South,,,,,,Otjozondjupa,Tsumkwe
node/4292910159,≠Xabace South,,village,,,,Otjozondjupa,Tsumkwe
way/1280712810,,,,,,,Otjozondjupa,Tsumkwe
way/435953511,N≠ama,,hamlet,,,,Otjozondjupa,Tsumkwe
way/1280685886,,,,,,,Otjozondjupa,Tsumkwe
way/425776982,!'Obaha,,,,,,Otjozondjupa,Tsumkwe
node/4292910161,!'Obaha,,village,,,,Otjozondjupa,Tsumkwe
way/1280712826,,,,,,,Otjozondjupa,Tsumkwe
way/435976782,Tamboti Pos,,hamlet,,,,Otjozondjupa,Tsumkwe
node/4292904061,Tamboti Pos,,village,,,,Otjozondjupa,Tsumkwe
node/4292905708,|Aotcha,,hamlet,,,,Otjozondjupa,Tsumkwe
way/436081799,,,,,,,Otjozondjupa,Tsumkwe
way/421641055,,,,,,,Otjozondjupa,Tsumkwe
node/4292833871,|Uidinsi (Maxamesi),,village,,,,Otjozondjupa,Tsumkwe
way/421640830,/Uidinsi,,,,,,Otjozondjupa,Tsumkwe
way/421633500,||Auru,,,,,,Otjozondjupa,Tsumkwe
way/1280685806,,,,,,,Otjozondjupa,Tsumkwe
way/380367265,,,,,,,Otjozondjupa,Tsumkwe
way/380367278,,,,,,,Otjozondjupa,Tsumkwe
node/4213904008,N≠amtjoha,,hamlet,,,,Otjozondjupa,Tsumkwe
way/422818515,,,,,,,Otjozondjupa,Tsumkwe
way/422818516,,,,,,,Otjozondjupa,Tsumkwe
node/4213889842,G|aq'o!oma,,hamlet,,,,Otjozondjupa,Tsumkwe
way/485640294,,,,,,,Erongo,Walvis Bay Urban
way/485640293,,,,,,,Erongo,Walvis Bay Urban
way/485640296,,,,,,,Erongo,Walvis Bay Urban
way/967518795,,,,,,,Erongo,Walvis Bay Urban
way/965898063,,,,,,,Erongo,Walvis Bay Rural
way/242485879,,,,,,,Erongo,Walvis Bay Rural
way/220011616,Afrodite Beach,,,,,,Erongo,Walvis Bay Rural
way/88806270,Dolphin Beach,,,,,,Erongo,Walvis Bay Rural
way/966803728,Langstrand Ext. 1,,,,,,Erongo,Walvis Bay Rural
way/1228388390,Langstrand Ext. 2,,,,,,Erongo,Walvis Bay Rural
way/1228081238,Langstrand,,,,,,Erongo,Walvis Bay Rural
node/4352806532,Richthofen,,hamlet,,,,Erongo,Swakopmund
way/88634183,,,,,,,Erongo,Swakopmund
way/655675232,,,,,,,Erongo,Swakopmund
way/90184984,Democratic Resettlement Community,,,,,,Erongo,Swakopmund
way/847119275,,,,,,,Erongo,Swakopmund
way/847119276,,,,,,,Erongo,Swakopmund
way/1242772310,,,,,,,Erongo,Swakopmund
way/1242772313,,,,,,,Erongo,Swakopmund
way/1242772314,,,,,,,Erongo,Swakopmund
way/655675230,,,,,,,Erongo,Swakopmund
way/1242772308,,,,,,,Erongo,Swakopmund
way/1242772307,,,,,,,Erongo,Swakopmund
way/971482160,,,,,,,Erongo,Swakopmund
way/1242772306,,,,,,,Erongo,Swakopmund
way/1242772315,,,,,,,Erongo,Swakopmund
way/1242772312,,,,,,,Erongo,Swakopmund
way/1242772309,,,,,,,Erongo,Swakopmund
way/484210937,,,,,,,Erongo,Swakopmund
way/484210935,,,,,,,Erongo,Swakopmund
way/484210943,,,,,,,Erongo,Swakopmund
way/484420812,,,,,,,Erongo,Swakopmund
way/484420815,,,,,,,Erongo,Swakopmund
way/484420811,,,,,,,Erongo,Swakopmund
way/484420818,,,,,,,Erongo,Swakopmund
way/484420810,,,,,,,Erongo,Swakopmund
way/484420808,,,,,,,Erongo,Swakopmund
